gene,cell_type
Lbr,naive B cell
Lbr,megakaryocyte-erythroid progenitor cell
Lbr,promonocyte
Lbr,erythroblast
Lbr,hematopoietic precursor cell
Lbr,myeloid lineage restricted progenitor cell
Lbr,granulocytopoietic cell
Lck,leukocyte
Lck,mononuclear cell
Lck,lymphocyte
Lck,T cell
Lck,alpha-beta T cell
Lck,immature alpha-beta T cell
Lck,immature NK T cell
Lck,mature alpha-beta T cell
Lck,"CD4-positive, alpha-beta T cell"
Lck,"CD8-positive, alpha-beta T cell"
Lck,mature NK T cell
Lck,mature T cell
Lck,regulatory T cell
Lck,immature T cell
Lck,thymocyte
Lck,double negative thymocyte
Lck,DN3 thymocyte
Lck,DN4 thymocyte
Lck,innate lymphoid cell
Lck,natural killer cell
Ldb2,pyramidal neuron
Ldb2,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Ldb2,L5 extratelencephalic projecting glutamatergic cortical neuron
Ldb2,L5/6 near-projecting glutamatergic neuron of the primary motor cortex
Ldb2,L6b glutamatergic cortical neuron
Ldhb,kidney proximal convoluted tubule epithelial cell
Ldhb,kidney proximal straight tubule epithelial cell
Ldhb,Sertoli cell
Ldhb,renal beta-intercalated cell
Ldhb,granulosa cell
Ldhb,kidney distal convoluted tubule epithelial cell
Ldlr,bladder urothelial cell
Ldlr,bladder cell
Lef1,blood vessel endothelial cell
Lef1,endothelial stalk cell
Lef1,endothelial cell of vascular tree
Lefty1,plasmacytoid dendritic cell
Lefty1,macrophage dendritic cell progenitor
Lepr,prostate gland microvascular endothelial cell
Lfng,mature NK T cell
Lfng,double negative thymocyte
Lfng,DN4 thymocyte
Lfng,natural killer cell
Lgals9,DN3 thymocyte
Lgi3,epithelial cell of lung
Lgi3,epithelial cell of alveolus of lung
Lgi3,pneumocyte
Lgi3,type II pneumocyte
Lgi3,lung secretory cell
Lgr5,ovarian surface epithelial cell
Lgr5,meis2 expressing cortical GABAergic cell
Lhcgr,Leydig cell
Lhx1,kidney distal convoluted tubule epithelial cell
Lhx2,keratinocyte stem cell
Lhx2,neural progenitor cell
Lhx9,granulosa cell
Lhx9,ovarian surface epithelial cell
Lif,luminal epithelial cell of mammary gland
Lif,mammary gland epithelial cell
Lif,chondrocyte
Lifr,vasa recta descending limb cell
Lifr,kidney efferent arteriole endothelial cell
Lifr,kidney capillary endothelial cell
Lifr,endothelial cell of sinusoid
Lifr,endothelial cell of hepatic sinusoid
Lima1,vasa recta descending limb cell
Limd1,pericyte
Limd1,mesangial cell
Limd1,mural cell
Lingo1,pyramidal neuron
Lingo1,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Lingo1,L5 extratelencephalic projecting glutamatergic cortical neuron
Lingo1,glutamatergic neuron
Lingo1,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
Lingo1,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Lingo1,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Litaf,hematopoietic stem cell
Litaf,skeletal muscle satellite cell
Litaf,muscle precursor cell
Litaf,Langerhans cell
Lmna,keratinocyte stem cell
Lmna,basal cell
Lmna,basal cell of epidermis
Lmna,stem cell of epidermis
Lmna,luminal epithelial cell of mammary gland
Lmna,keratinocyte
Lmna,stratified epithelial cell
Lmna,epidermal cell
Lmna,mammary gland epithelial cell
Lmna,smooth muscle cell of trachea
Lmna,skeletal muscle satellite cell
Lmna,muscle precursor cell
Lmnb1,immature alpha-beta T cell
Lmnb1,immature NK T cell
Lmo2,vasa recta descending limb cell
Lmo2,kidney capillary endothelial cell
Lmo2,kidney cortex artery cell
Lmo2,erythroblast
Lmo4,alveolar macrophage
Lmo4,pyramidal neuron
Lmo4,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Lmo4,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
Lmo4,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Lmo4,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Lmx1a,erythrocyte
Lmx1a,erythroid lineage cell
Lox,mesenchymal stem cell
Lox,connective tissue cell
Lox,fibroblast of connective tissue of prostate
Lox,stromal cell
Loxl1,mesenchymal stem cell
Loxl1,mesenchymal stem cell of adipose tissue
Loxl1,smooth muscle cell
Loxl1,vascular associated smooth muscle cell
Loxl1,aortic smooth muscle cell
Loxl1,connective tissue cell
Loxl1,fibroblast of cardiac tissue
Loxl1,fibroblast of lung
Loxl1,adventitial cell
Lpar1,Schwann cell
Lpar1,vascular leptomeningeal cell (Mmus)
Lpar6,endothelial cell of sinusoid
Lpar6,endothelial cell of hepatic sinusoid
Lpin1,alveolar macrophage
Lpin1,lung macrophage
Lpin2,podocyte
Lpl,mesenchymal stem cell of adipose tissue
Lpl,endothelial cell of coronary artery
Lpl,endothelial cell of artery
Lpl,pancreatic A cell
Lpl,cardiac endothelial cell
Lpl,alveolar macrophage
Lpl,lung macrophage
Lpl,cardiac muscle cell
Lpl,pancreatic stellate cell
Lrig1,glioblast
Lrig1,Bergmann glial cell
Lrp1,mesenchymal stem cell of adipose tissue
Lrp1,vascular leptomeningeal cell (Mmus)
Lrp1,hepatic stellate cell
Lrp1,fibroblast of cardiac tissue
Lrp1,fibroblast of lung
Lrp1,adventitial cell
Lrp2,epithelial cell
Lrp2,ciliated epithelial cell
Lrp2,epithelial cell of proximal tubule
Lrp2,kidney proximal convoluted tubule epithelial cell
Lrp2,kidney proximal straight tubule epithelial cell
Lrp2,columnar/cuboidal epithelial cell
Lrp2,brush cell
Lrp2,kidney loop of Henle thin ascending limb epithelial cell
Lrp2,kidney epithelial cell
Lrp2,kidney glomerular epithelial cell
Lrp2,podocyte
Lrp2,kidney cortex tubule cell
Lrp2,epithelial cell of nephron
Lrp2,kidney cell
Lrrk1,leptomeningeal cell
Lrrk1,vascular leptomeningeal cell (Mmus)
Lrrtm3,granule cell
Lrrtm3,cerebellar granule cell
Lsr,goblet cell
Lsr,intestine goblet cell
Lsr,large intestine goblet cell
Lta4h,naive T cell
Lta4h,megakaryocyte-erythroid progenitor cell
Lta4h,hematopoietic precursor cell
Lta4h,granulocytopoietic cell
Ltb4r1,blood cell
Ltb4r1,granulocyte
Ltb4r1,neutrophil
Ltb4r1,leukocyte
Ltb4r1,naive T cell
Ltb4r1,megakaryocyte-erythroid progenitor cell
Ltb4r1,proerythroblast
Ltb4r1,hematopoietic precursor cell
Ltb4r1,myeloid lineage restricted progenitor cell
Ltb4r1,granulocytopoietic cell
Lum,stem cell
Lum,mesenchymal stem cell
Lum,mesenchymal stem cell of adipose tissue
Lum,endocardial cell
Lum,connective tissue cell
Lum,fibroblast
Lum,hepatic stellate cell
Lum,pulmonary interstitial fibroblast
Lum,pancreatic stellate cell
Lum,fibroblast of cardiac tissue
Lum,fibroblast of connective tissue of prostate
Lum,stromal cell
Lum,stromal cell of ovary
Lum,interstitial cell of ovary
Lum,adventitial cell
Ly6g,blood cell
Ly6g,granulocyte
Ly6g,neutrophil
Ly6g,leukocyte
Ly6g,myeloid leukocyte
Ly6g,myeloid cell
Ly6g6e,squamous epithelial cell
Ly6h,Cajal-Retzius cell
Ly6i,endothelial cell of lymphatic vessel
Ly6i,non-classical monocyte
Ly6i,intermediate monocyte
Ly6k,precursor B cell
Ly6k,late pro-B cell
Ly6k,plasma cell
Ly86,phagocyte
Ly86,macrophage
Ly86,tissue-resident macrophage
Ly86,Kupffer cell
Ly86,central nervous system macrophage
Ly86,microglial cell
Ly86,hematopoietic cell
Ly86,leukocyte
Ly86,professional antigen presenting cell
Ly86,dendritic cell
Ly86,plasmacytoid dendritic cell
Ly86,conventional dendritic cell
Ly86,myeloid leukocyte
Ly86,monocyte
Ly86,myeloid cell
Ly86,erythroid progenitor cell
Ly86,"erythroid progenitor cell, mammalian"
Ly86,macrophage dendritic cell progenitor
Lyn,phagocyte
Lyn,macrophage
Lyn,tissue-resident macrophage
Lyn,central nervous system macrophage
Lyn,microglial cell
Lyn,classical monocyte
Lyn,hematopoietic cell
Lyn,leukocyte
Lyn,professional antigen presenting cell
Lyn,myeloid leukocyte
Lyn,monocyte
Lyn,non-classical monocyte
Lyn,myeloid cell
Lypd1,L5/6 near-projecting glutamatergic neuron of the primary motor cortex
Lypd6,sst GABAergic cortical interneuron
Lypd6,inhibitory interneuron
Lypd6b,kidney collecting duct epithelial cell
Lypd6b,kidney collecting duct principal cell
Lypd6b,renal principal cell
Lypd6b,kidney collecting duct cell
Lyve1,squamous epithelial cell
Lyve1,blood vessel endothelial cell
Lyve1,vein endothelial cell
Lyve1,endothelial cell of artery
Lyve1,capillary endothelial cell
Lyve1,prostate gland microvascular endothelial cell
Lyve1,endothelial cell
Lyve1,endothelial cell of vascular tree
Lyve1,endothelial cell of lymphatic vessel
Lyve1,endothelial cell of sinusoid
Lyve1,endothelial cell of hepatic sinusoid
Lyve1,endocardial cell
Lyve1,muscle cell
Lyve1,smooth muscle cell
Lyve1,smooth muscle cell of the pulmonary artery
Lyve1,tracheobronchial smooth muscle cell
Lyve1,bronchial smooth muscle cell
Madcam1,endothelial cell of lymphatic vessel
Maf,endothelial cell of sinusoid
Maf,endothelial cell of hepatic sinusoid
Maf,central nervous system macrophage
Maf,microglial cell
Mafa,epithelial cell
Mafa,pancreatic endocrine cell
Mafa,type B pancreatic cell
Mafa,glandular epithelial cell
Mafa,enteroendocrine cell
Mafa,endocrine cell
Mafb,pancreatic A cell
Mafb,phagocyte
Mafb,macrophage
Mafb,tissue-resident macrophage
Mafb,Kupffer cell
Mafb,central nervous system macrophage
Mafb,microglial cell
Mafb,professional antigen presenting cell
Maff,pancreatic ductal cell
Maff,skeletal muscle satellite cell
Maff,muscle precursor cell
Maff,Langerhans cell
Maff,bladder cell
Mafk,bladder urothelial cell
Mafk,smooth muscle cell of trachea
Mafk,skeletal muscle satellite cell
Mafk,muscle precursor cell
Mafk,bladder cell
Mag,neuron associated cell
Mag,glial cell
Mag,macroglial cell
Mag,oligodendrocyte
Malt1,CD141-positive myeloid dendritic cell
Malt1,myeloid dendritic cell
Maoa,intestinal crypt stem cell
Maoa,enterocyte
Maoa,enterocyte of epithelium of large intestine
Maoa,intestinal epithelial cell
Maoa,epithelial cell of large intestine
Maob,mast cell
Map2,neural cell
Map2,meis2 expressing cortical GABAergic cell
Map2k3,luminal epithelial cell of mammary gland
Map2k3,mammary gland epithelial cell
Map3k1,kidney collecting duct epithelial cell
Map3k1,kidney collecting duct principal cell
Map3k1,kidney loop of Henle thin descending limb epithelial cell
Map3k15,pancreatic A cell
Map7,neuron associated cell
Map7,glial cell
Map7,macroglial cell
Map7,oligodendrocyte
Mapk1,pyramidal neuron
Mapk1,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Mapk1,L5 extratelencephalic projecting glutamatergic cortical neuron
Mapk10,neural cell
Mapk10,neuron
Mapk10,sst chodl GABAergic cortical interneuron
Mapkapk2,Sertoli cell
Mapt,neural cell
Mapt,neuron
Mapt,corticothalamic-projecting glutamatergic cortical neuron
Marcks,glioblast
Marcks,hypendymal cell
Marcks,central nervous system macrophage
Marcks,microglial cell
Marcks,vascular leptomeningeal cell
Marcks,hepatic stellate cell
Marcks,mesothelial fibroblast
Marcks,neural progenitor cell
Marcksl1,mesothelial cell
Marcksl1,skeletal muscle fiber
Marcksl1,hepatic stellate cell
Marcksl1,mesenchymal cell
Marco,endothelial cell of lymphatic vessel
Marco,alveolar macrophage
Marco,lung macrophage
Mbd3,mesothelial cell
Mbd3,skeletal muscle fiber
Mbd3,mesenchymal cell
Mbl2,hepatocyte
Mbnl1,phagocyte
Mbnl1,macrophage
Mbnl1,tissue-resident macrophage
Mbnl1,central nervous system macrophage
Mbnl1,microglial cell
Mbnl1,professional antigen presenting cell
Mbnl1,dendritic cell
Mbnl1,plasmacytoid dendritic cell
Mbnl1,conventional dendritic cell
Mbnl1,alpha-beta T cell
Mbnl1,mature alpha-beta T cell
Mbnl1,"CD4-positive, alpha-beta T cell"
Mbnl1,"CD8-positive, alpha-beta T cell"
Mbnl1,"effector CD8-positive, alpha-beta T cell"
Mcam,smooth muscle cell of the pulmonary artery
Mcam,cardiac neuron
Mcam,vascular leptomeningeal cell
Mcam,mesothelial fibroblast
Mcam,mesangial cell
Mcl1,alveolar macrophage
Mcl1,conventional dendritic cell
Mcm2,erythroblast
Mctp2,plasmacytoid dendritic cell
Mcub,plasmacytoid dendritic cell
Mcub,CD141-positive myeloid dendritic cell
Mcub,myeloid dendritic cell
Mdk,mesothelial cell
Mdk,skeletal muscle fiber
Mdk,vascular associated smooth muscle cell
Mdk,aortic smooth muscle cell
Mdk,stromal cell of ovary
Mdk,interstitial cell of ovary
Mdk,mesenchymal cell
Me1,Sertoli cell
Me1,Leydig cell
Mecom,kidney collecting duct epithelial cell
Mecom,kidney collecting duct principal cell
Mecom,renal principal cell
Mecom,renal intercalated cell
Mecom,renal alpha-intercalated cell
Mecom,endothelial stalk cell
Mecom,macula densa epithelial cell
Mecom,kidney loop of Henle ascending limb epithelial cell
Mecom,kidney loop of Henle thick ascending limb epithelial cell
Mecom,kidney loop of Henle medullary thick ascending limb epithelial cell
Mecom,kidney loop of Henle cortical thick ascending limb epithelial cell
Mecom,kidney loop of Henle thin ascending limb epithelial cell
Mecom,kidney connecting tubule epithelial cell
Mecom,kidney loop of Henle epithelial cell
Mecom,kidney collecting duct cell
Med21,naive T cell
Medag,smooth muscle cell of prostate
Medag,fibroblast
Medag,pancreatic stellate cell
Medag,fibroblast of connective tissue of prostate
Mef2a,phagocyte
Mef2a,macrophage
Mef2a,tissue-resident macrophage
Mef2a,central nervous system macrophage
Mef2a,microglial cell
Mef2a,professional antigen presenting cell
Mef2c,pvalb GABAergic cortical interneuron
Mef2c,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Mef2c,L5 extratelencephalic projecting glutamatergic cortical neuron
Mef2c,glutamatergic neuron
Mef2c,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
Mef2c,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Mef2c,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
Megf11,neuron associated cell (sensu Vertebrata)
Megf11,oligodendrocyte precursor cell
Megf11,cerebellar Golgi cell
Megf11,granule cell
Megf11,cerebellar granule cell
Meis1,stromal cell of ovary
Meis1,interstitial cell of ovary
Meis1,mesenchymal cell
Meis2,vasa recta descending limb cell
Meis2,kidney efferent arteriole endothelial cell
Meis2,kidney capillary endothelial cell
Meis2,fenestrated cell
Meis2,glomerular endothelial cell
Meis2,medium spiny neuron
Meis2,meis2 expressing cortical GABAergic cell
Meox1,fenestrated cell
Meox1,muscle cell
Meox1,cell of skeletal muscle
Meox1,fibroblast of cardiac tissue
Meox2,mesenchymal stem cell
Meox2,endothelial cell of coronary artery
Meox2,endothelial cell of artery
Meox2,cardiac endothelial cell
Meox2,adventitial cell
Mep1a,ciliated epithelial cell
Mep1a,enterocyte
Mep1a,enterocyte of epithelium of large intestine
Mep1a,epithelial cell of proximal tubule
Mep1a,kidney proximal straight tubule epithelial cell
Mep1a,columnar/cuboidal epithelial cell
Mep1a,brush cell
Mep1a,epithelial cell of large intestine
Mep1a,kidney epithelial cell
Mep1a,kidney cortex tubule cell
Mep1a,epithelial cell of nephron
Mep1a,kidney cell
Mertk,kidney glomerular epithelial cell
Mertk,podocyte
Mertk,phagocyte
Mertk,macrophage
Mertk,tissue-resident macrophage
Mertk,central nervous system macrophage
Mertk,microglial cell
Mertk,professional antigen presenting cell
Mertk,myeloid leukocyte
Mertk,neuron associated cell
Mertk,glial cell
Mertk,macroglial cell
Mertk,astrocyte
Mertk,Bergmann glial cell
Mertk,astrocyte of the cerebellum
Mest,mesothelial cell
Mest,skeletal muscle fiber
Mest,cell of skeletal muscle
Mest,mesenchymal cell
Met,renal intercalated cell
Met,renal alpha-intercalated cell
Metrnl,Kupffer cell
Metrnl,classical monocyte
Metrnl,non-classical monocyte
Metrnl,intermediate monocyte
Mettl7b,intestinal crypt stem cell
Mettl7b,enterocyte
Mettl7b,enterocyte of epithelium of large intestine
Mettl7b,hepatocyte
Mettl7b,intestinal epithelial cell
Mettl7b,epithelial cell of large intestine
Mfap5,stem cell
Mfap5,mesenchymal stem cell
Mfap5,mesenchymal stem cell of adipose tissue
Mfap5,connective tissue cell
Mfap5,fibroblast
Mfap5,pulmonary interstitial fibroblast
Mfap5,pancreatic stellate cell
Mfap5,fibroblast of cardiac tissue
Mfap5,fibroblast of lung
Mfap5,fibroblast of connective tissue of prostate
Mfap5,stromal cell
Mfap5,adventitial cell
Mfn2,cardiac muscle cell
Mfsd2a,squamous epithelial cell
Mfsd2a,blood vessel endothelial cell
Mfsd2a,endothelial stalk cell
Mfsd2a,endothelial cell
Mfsd2a,endothelial cell of vascular tree
Mia,ependymal cell
Mia,duct epithelial cell
Mia,seminal vesicle glandular cell
Mia,type II pneumocyte
Mia,urethra urothelial cell
Mia,basal cell of prostate epithelium
Mia,epithelial cell of urethra
Mindy1,renal intercalated cell
Mindy1,renal beta-intercalated cell
Mindy1,renal alpha-intercalated cell
Mki67,immature alpha-beta T cell
Mki67,immature NK T cell
Mki67,erythroblast
Mki67,hematopoietic precursor cell
Mki67,myeloid lineage restricted progenitor cell
Mki67,granulocytopoietic cell
Mlc1,glioblast
Mlc1,ependymal cell
Mlf1,ependymal cell
Mlf1,multi-ciliated epithelial cell
Mlf1,ciliated columnar cell of tracheobronchial tree
Mlf1,hypendymal cell
Mlf1,respiratory epithelial cell
Mlf1,epithelial cell of lower respiratory tract
Mlf1,club cell
Mllt10,renal alpha-intercalated cell
Mllt10,macula densa epithelial cell
Mllt10,kidney loop of Henle medullary thick ascending limb epithelial cell
Mllt10,kidney loop of Henle cortical thick ascending limb epithelial cell
Mllt10,kidney connecting tubule epithelial cell
Mlph,luminal epithelial cell of mammary gland
Mlph,urethra urothelial cell
Mlph,epithelial cell of prostate
Mlph,luminal cell of prostate epithelium
Mlph,mammary gland epithelial cell
Mlph,epithelial cell of urethra
Mmd2,glioblast
Mme,renal intercalated cell
Mme,renal alpha-intercalated cell
Mme,epithelial cell of prostate
Mme,luminal cell of prostate epithelium
Mmp14,vascular associated smooth muscle cell
Mmp14,aortic smooth muscle cell
Mmp14,stromal cell
Mmp14,stromal cell of ovary
Mmp14,interstitial cell of ovary
Mmp16,neuron associated cell (sensu Vertebrata)
Mmp16,oligodendrocyte precursor cell
Mmp16,L5/6 near-projecting glutamatergic neuron of the primary motor cortex
Mmp16,L6b glutamatergic cortical neuron
Mmp2,stem cell
Mmp2,mesenchymal stem cell
Mmp2,mesenchymal stem cell of adipose tissue
Mmp2,aortic smooth muscle cell
Mmp2,connective tissue cell
Mmp2,fibroblast of cardiac tissue
Mmp2,stromal cell
Mmp2,stromal cell of ovary
Mmp2,interstitial cell of ovary
Mmp2,adventitial cell
Mmp2,mesenchymal cell
Mmp3,mesenchymal stem cell of adipose tissue
Mmp3,fibroblast
Mmp3,fibroblast of cardiac tissue
Mmp3,adventitial cell
Mmp7,duct epithelial cell
Mmp7,seminal vesicle glandular cell
Mmp7,urothelial cell
Mmp7,urethra urothelial cell
Mmp7,epithelial cell of prostate
Mmp7,luminal cell of prostate epithelium
Mmp7,basal cell of prostate epithelium
Mmp7,epithelial cell of urethra
Mmp9,hematopoietic cell
Mmp9,blood cell
Mmp9,granulocyte
Mmp9,neutrophil
Mmp9,leukocyte
Mmp9,myeloid leukocyte
Mmp9,mast cell
Mmp9,immature B cell
Mmp9,myeloid cell
Mmp9,erythroid lineage cell
Mmp9,proerythroblast
Mmp9,vascular leptomeningeal cell
Mmp9,mesothelial fibroblast
Mmrn1,prostate gland microvascular endothelial cell
Mmrn1,endothelial cell of lymphatic vessel
Mog,neuron associated cell
Mog,glial cell
Mog,macroglial cell
Mog,oligodendrocyte
Moxd1,keratinocyte stem cell
Mpc2,pancreatic ductal cell
Mpc2,renal intercalated cell
Mpc2,renal beta-intercalated cell
Mpc2,renal alpha-intercalated cell
Mpc2,kidney distal convoluted tubule epithelial cell
Mpc2,eosinophil
Mprip,Purkinje cell
Mrc1,endothelial cell of sinusoid
Mrc1,endothelial cell of hepatic sinusoid
Mrc1,phagocyte
Mrc1,macrophage
Mrc1,Kupffer cell
Mrc1,alveolar macrophage
Mrc1,lung macrophage
Mrc1,professional antigen presenting cell
Mrc1,dendritic cell
Mrc1,CD141-positive myeloid dendritic cell
Mrc1,conventional dendritic cell
